areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTestsBySpecimenDate
S12000033,Aberdeen City,utla,2022-11-13,13,,
S12000033,Aberdeen City,utla,2022-11-12,9,,
S12000033,Aberdeen City,utla,2022-11-11,3,,
S12000033,Aberdeen City,utla,2022-11-10,11,,
S12000033,Aberdeen City,utla,2022-11-09,7,,
S12000033,Aberdeen City,utla,2022-11-08,10,,
S12000033,Aberdeen City,utla,2022-11-07,15,,
S12000033,Aberdeen City,utla,2022-11-06,8,,
S12000033,Aberdeen City,utla,2022-11-05,8,,
S12000033,Aberdeen City,utla,2022-11-04,6,,
S12000033,Aberdeen City,utla,2022-11-03,18,,
S12000033,Aberdeen City,utla,2022-11-02,14,,
S12000033,Aberdeen City,utla,2022-11-01,16,,
S12000033,Aberdeen City,utla,2022-10-31,17,,
S12000033,Aberdeen City,utla,2022-10-30,20,,
S12000033,Aberdeen City,utla,2022-10-29,6,,
S12000033,Aberdeen City,utla,2022-10-28,17,,
S12000033,Aberdeen City,utla,2022-10-27,16,,
S12000033,Aberdeen City,utla,2022-10-26,27,,
S12000033,Aberdeen City,utla,2022-10-25,17,,
S12000033,Aberdeen City,utla,2022-10-24,25,,
S12000033,Aberdeen City,utla,2022-10-23,24,,
S12000033,Aberdeen City,utla,2022-10-22,19,,
S12000033,Aberdeen City,utla,2022-10-21,20,,
S12000033,Aberdeen City,utla,2022-10-20,21,,
S12000033,Aberdeen City,utla,2022-10-19,26,,
S12000033,Aberdeen City,utla,2022-10-18,20,,
S12000033,Aberdeen City,utla,2022-10-17,32,,
S12000033,Aberdeen City,utla,2022-10-16,17,,
S12000033,Aberdeen City,utla,2022-10-15,13,,
S12000033,Aberdeen City,utla,2022-10-14,17,,
S12000033,Aberdeen City,utla,2022-10-13,25,,
S12000033,Aberdeen City,utla,2022-10-12,24,,
S12000033,Aberdeen City,utla,2022-10-11,26,,
S12000033,Aberdeen City,utla,2022-10-10,18,,
S12000033,Aberdeen City,utla,2022-10-09,24,,
S12000033,Aberdeen City,utla,2022-10-08,21,,
S12000033,Aberdeen City,utla,2022-10-07,27,,
S12000033,Aberdeen City,utla,2022-10-06,20,,
S12000033,Aberdeen City,utla,2022-10-05,27,,
S12000033,Aberdeen City,utla,2022-10-04,26,,
S12000033,Aberdeen City,utla,2022-10-03,28,,
S12000033,Aberdeen City,utla,2022-10-02,18,,
S12000033,Aberdeen City,utla,2022-10-01,14,,
S12000033,Aberdeen City,utla,2022-09-30,27,,
S12000033,Aberdeen City,utla,2022-09-29,18,,
