areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTestsBySpecimenDate
S12000049,Glasgow City,utla,2022-11-13,27,,
S12000049,Glasgow City,utla,2022-11-12,29,,
S12000049,Glasgow City,utla,2022-11-11,39,,
S12000049,Glasgow City,utla,2022-11-10,35,,
S12000049,Glasgow City,utla,2022-11-09,45,,
S12000049,Glasgow City,utla,2022-11-08,48,,
S12000049,Glasgow City,utla,2022-11-07,53,,
S12000049,Glasgow City,utla,2022-11-06,31,,
S12000049,Glasgow City,utla,2022-11-05,29,,
S12000049,Glasgow City,utla,2022-11-04,31,,
S12000049,Glasgow City,utla,2022-11-03,47,,
S12000049,Glasgow City,utla,2022-11-02,43,,
S12000049,Glasgow City,utla,2022-11-01,50,,
S12000049,Glasgow City,utla,2022-10-31,54,,
S12000049,Glasgow City,utla,2022-10-30,55,,
S12000049,Glasgow City,utla,2022-10-29,42,,
S12000049,Glasgow City,utla,2022-10-28,58,,
S12000049,Glasgow City,utla,2022-10-27,56,,
S12000049,Glasgow City,utla,2022-10-26,57,,
S12000049,Glasgow City,utla,2022-10-25,48,,
S12000049,Glasgow City,utla,2022-10-24,76,,
S12000049,Glasgow City,utla,2022-10-23,69,,
S12000049,Glasgow City,utla,2022-10-22,40,,
S12000049,Glasgow City,utla,2022-10-21,52,,
S12000049,Glasgow City,utla,2022-10-20,42,,
S12000049,Glasgow City,utla,2022-10-19,71,,
S12000049,Glasgow City,utla,2022-10-18,60,,
S12000049,Glasgow City,utla,2022-10-17,59,,
S12000049,Glasgow City,utla,2022-10-16,51,,
S12000049,Glasgow City,utla,2022-10-15,39,,
S12000049,Glasgow City,utla,2022-10-14,45,,
S12000049,Glasgow City,utla,2022-10-13,59,,
S12000049,Glasgow City,utla,2022-10-12,57,,
S12000049,Glasgow City,utla,2022-10-11,64,,
S12000049,Glasgow City,utla,2022-10-10,60,,
S12000049,Glasgow City,utla,2022-10-09,61,,
S12000049,Glasgow City,utla,2022-10-08,48,,
S12000049,Glasgow City,utla,2022-10-07,42,,
S12000049,Glasgow City,utla,2022-10-06,53,,
S12000049,Glasgow City,utla,2022-10-05,50,,
S12000049,Glasgow City,utla,2022-10-04,78,,
S12000049,Glasgow City,utla,2022-10-03,75,,
S12000049,Glasgow City,utla,2022-10-02,56,,
S12000049,Glasgow City,utla,2022-10-01,51,,
S12000049,Glasgow City,utla,2022-09-30,48,,
S12000049,Glasgow City,utla,2022-09-29,65,,
S12000049,Glasgow City,utla,2022-09-28,76,,
S12000049,Glasgow City,utla,2022-09-27,69,,
S12000049,Glasgow City,utla,2022-09-26,67,,
S12000049,Glasgow City,utla,2022-09-25,44,,
S12000049,Glasgow City,utla,2022-09-24,40,,
S12000049,Glasgow City,utla,2022-09-23,49,,
S12000049,Glasgow City,utla,2022-09-22,51,,
S12000049,Glasgow City,utla,2022-09-21,52,,
S12000049,Glasgow City,utla,2022-09-20,63,,
S12000049,Glasgow City,utla,2022-09-19,46,,
S12000049,Glasgow City,utla,2022-09-18,40,,
S12000049,Glasgow City,utla,2022-09-17,36,,
S12000049,Glasgow City,utla,2022-09-16,46,,
S12000049,Glasgow City,utla,2022-09-15,46,,
S12000049,Glasgow City,utla,2022-09-14,57,,
S12000049,Glasgow City,utla,2022-09-13,63,,
S12000049,Glasgow City,utla,2022-09-12,57,,
S12000049,Glasgow City,utla,2022-09-11,62,,
S12000049,Glasgow City,utla,2022-09-10,46,,
S12000049,Glasgow City,utla,2022-09-09,39,,
S12000049,Glasgow City,utla,2022-09-08,55,,
S12000049,Glasgow City,utla,2022-09-07,57,,
S12000049,Glasgow City,utla,2022-09-06,78,,
S12000049,Glasgow City,utla,2022-09-05,80,,
S12000049,Glasgow City,utla,2022-09-04,40,,
S12000049,Glasgow City,utla,2022-09-03,39,,
S12000049,Glasgow City,utla,2022-09-02,55,,
S12000049,Glasgow City,utla,2022-09-01,50,,
S12000049,Glasgow City,utla,2022-08-31,67,,
S12000049,Glasgow City,utla,2022-08-30,66,,
S12000049,Glasgow City,utla,2022-08-29,67,,
S12000049,Glasgow City,utla,2022-08-28,58,,
S12000049,Glasgow City,utla,2022-08-27,56,,
S12000049,Glasgow City,utla,2022-08-26,44,,
S12000049,Glasgow City,utla,2022-08-25,50,,
S12000049,Glasgow City,utla,2022-08-24,74,,
S12000049,Glasgow City,utla,2022-08-23,57,,
S12000049,Glasgow City,utla,2022-08-22,56,,
S12000049,Glasgow City,utla,2022-08-21,57,,
S12000049,Glasgow City,utla,2022-08-20,37,,
S12000049,Glasgow City,utla,2022-08-19,38,,
S12000049,Glasgow City,utla,2022-08-18,60,,
S12000049,Glasgow City,utla,2022-08-17,52,,
S12000049,Glasgow City,utla,2022-08-16,82,,
S12000049,Glasgow City,utla,2022-08-15,88,,
S12000049,Glasgow City,utla,2022-08-14,56,,
S12000049,Glasgow City,utla,2022-08-13,41,,
S12000049,Glasgow City,utla,2022-08-12,57,,
S12000049,Glasgow City,utla,2022-08-11,70,,
