areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTestsBySpecimenDate
E10000029,Suffolk,utla,2022-11-16,26,,630
E10000029,Suffolk,utla,2022-11-15,33,,610
E10000029,Suffolk,utla,2022-11-14,39,0,667
E10000029,Suffolk,utla,2022-11-13,42,0,436
E10000029,Suffolk,utla,2022-11-12,31,0,477
E10000029,Suffolk,utla,2022-11-11,33,1,577
E10000029,Suffolk,utla,2022-11-10,43,0,686
E10000029,Suffolk,utla,2022-11-09,41,0,814
E10000029,Suffolk,utla,2022-11-08,51,1,853
E10000029,Suffolk,utla,2022-11-07,50,1,800
E10000029,Suffolk,utla,2022-11-06,36,0,537
E10000029,Suffolk,utla,2022-11-05,38,1,620
E10000029,Suffolk,utla,2022-11-04,37,0,664
E10000029,Suffolk,utla,2022-11-03,52,1,1225
E10000029,Suffolk,utla,2022-11-02,49,3,1150
E10000029,Suffolk,utla,2022-11-01,73,2,1115
E10000029,Suffolk,utla,2022-10-31,68,0,1045
E10000029,Suffolk,utla,2022-10-30,63,5,853
E10000029,Suffolk,utla,2022-10-29,42,0,923
E10000029,Suffolk,utla,2022-10-28,69,2,1144
E10000029,Suffolk,utla,2022-10-27,69,1,1595
E10000029,Suffolk,utla,2022-10-26,81,1,1516
E10000029,Suffolk,utla,2022-10-25,103,2,1485
E10000029,Suffolk,utla,2022-10-24,96,2,1373
E10000029,Suffolk,utla,2022-10-23,73,2,883
E10000029,Suffolk,utla,2022-10-22,85,0,1292
E10000029,Suffolk,utla,2022-10-21,99,3,1269
E10000029,Suffolk,utla,2022-10-20,91,2,1520
E10000029,Suffolk,utla,2022-10-19,126,5,1776
E10000029,Suffolk,utla,2022-10-18,116,2,2359
E10000029,Suffolk,utla,2022-10-17,203,2,1934
E10000029,Suffolk,utla,2022-10-16,134,2,1424
E10000029,Suffolk,utla,2022-10-15,120,5,1399
E10000029,Suffolk,utla,2022-10-14,126,0,1546
E10000029,Suffolk,utla,2022-10-13,149,1,1704
E10000029,Suffolk,utla,2022-10-12,150,7,1748
E10000029,Suffolk,utla,2022-10-11,169,1,1766
E10000029,Suffolk,utla,2022-10-10,153,1,1685
E10000029,Suffolk,utla,2022-10-09,174,0,1133
E10000029,Suffolk,utla,2022-10-08,123,1,1166
E10000029,Suffolk,utla,2022-10-07,172,3,1274
E10000029,Suffolk,utla,2022-10-06,153,4,1605
E10000029,Suffolk,utla,2022-10-05,170,1,1494
E10000029,Suffolk,utla,2022-10-04,190,2,1474
E10000029,Suffolk,utla,2022-10-03,166,0,1298
E10000029,Suffolk,utla,2022-10-02,189,2,1069
E10000029,Suffolk,utla,2022-10-01,124,0,987
E10000029,Suffolk,utla,2022-09-30,115,0,1188
E10000029,Suffolk,utla,2022-09-29,132,2,1457
E10000029,Suffolk,utla,2022-09-28,145,1,1267
E10000029,Suffolk,utla,2022-09-27,135,2,1213
E10000029,Suffolk,utla,2022-09-26,120,1,1265
E10000029,Suffolk,utla,2022-09-25,102,0,1003
E10000029,Suffolk,utla,2022-09-24,98,0,820
E10000029,Suffolk,utla,2022-09-23,101,0,916
E10000029,Suffolk,utla,2022-09-22,102,1,1152
E10000029,Suffolk,utla,2022-09-21,116,1,1180
E10000029,Suffolk,utla,2022-09-20,108,0,1179
E10000029,Suffolk,utla,2022-09-19,101,0,916
E10000029,Suffolk,utla,2022-09-18,56,0,680
E10000029,Suffolk,utla,2022-09-17,53,0,723
E10000029,Suffolk,utla,2022-09-16,51,0,919
E10000029,Suffolk,utla,2022-09-15,61,0,1002
E10000029,Suffolk,utla,2022-09-14,56,0,1117
E10000029,Suffolk,utla,2022-09-13,74,0,1163
E10000029,Suffolk,utla,2022-09-12,52,0,1273
E10000029,Suffolk,utla,2022-09-11,59,1,780
E10000029,Suffolk,utla,2022-09-10,43,0,907
E10000029,Suffolk,utla,2022-09-09,38,0,958
E10000029,Suffolk,utla,2022-09-08,32,0,1252
E10000029,Suffolk,utla,2022-09-07,47,0,1272
E10000029,Suffolk,utla,2022-09-06,50,0,1370
E10000029,Suffolk,utla,2022-09-05,64,0,1804
E10000029,Suffolk,utla,2022-09-04,56,0,899
E10000029,Suffolk,utla,2022-09-03,35,1,858
E10000029,Suffolk,utla,2022-09-02,41,1,1410
E10000029,Suffolk,utla,2022-09-01,61,2,1722
E10000029,Suffolk,utla,2022-08-31,42,4,1826
E10000029,Suffolk,utla,2022-08-30,74,0,2515
E10000029,Suffolk,utla,2022-08-29,65,1,2322
E10000029,Suffolk,utla,2022-08-28,31,0,1336
E10000029,Suffolk,utla,2022-08-27,36,1,1325
E10000029,Suffolk,utla,2022-08-26,36,0,2102
E10000029,Suffolk,utla,2022-08-25,57,0,2806
E10000029,Suffolk,utla,2022-08-24,44,2,2358
E10000029,Suffolk,utla,2022-08-23,40,1,2452
E10000029,Suffolk,utla,2022-08-22,52,0,3580
E10000029,Suffolk,utla,2022-08-21,47,1,1956
E10000029,Suffolk,utla,2022-08-20,38,0,1978
E10000029,Suffolk,utla,2022-08-19,50,1,2782
E10000029,Suffolk,utla,2022-08-18,49,1,3424
E10000029,Suffolk,utla,2022-08-17,61,1,2436
E10000029,Suffolk,utla,2022-08-16,81,0,2719
E10000029,Suffolk,utla,2022-08-15,82,1,3397
E10000029,Suffolk,utla,2022-08-14,56,0,1689
E10000029,Suffolk,utla,2022-08-13,54,2,1710
E10000029,Suffolk,utla,2022-08-12,62,2,2513
E10000029,Suffolk,utla,2022-08-11,77,1,3375
E10000029,Suffolk,utla,2022-08-10,87,1,2596
E10000029,Suffolk,utla,2022-08-09,77,2,2959
E10000029,Suffolk,utla,2022-08-08,95,2,3780
E10000029,Suffolk,utla,2022-08-07,74,1,2031
E10000029,Suffolk,utla,2022-08-06,76,0,1822
E10000029,Suffolk,utla,2022-08-05,72,1,2729
E10000029,Suffolk,utla,2022-08-04,84,1,3398
E10000029,Suffolk,utla,2022-08-03,96,2,2617
E10000029,Suffolk,utla,2022-08-02,113,1,3135
E10000029,Suffolk,utla,2022-08-01,128,4,3692
E10000029,Suffolk,utla,2022-07-31,110,1,2002
E10000029,Suffolk,utla,2022-07-30,92,2,2011
E10000029,Suffolk,utla,2022-07-29,112,2,2927
E10000029,Suffolk,utla,2022-07-28,124,1,3397
E10000029,Suffolk,utla,2022-07-27,145,1,3077
E10000029,Suffolk,utla,2022-07-26,145,5,3323
E10000029,Suffolk,utla,2022-07-25,167,0,4317
E10000029,Suffolk,utla,2022-07-24,150,1,2284
E10000029,Suffolk,utla,2022-07-23,162,2,2270
E10000029,Suffolk,utla,2022-07-22,152,5,3280
E10000029,Suffolk,utla,2022-07-21,170,2,3891
E10000029,Suffolk,utla,2022-07-20,166,2,3596
E10000029,Suffolk,utla,2022-07-19,227,3,3430
E10000029,Suffolk,utla,2022-07-18,238,3,4988
