areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTestsBySpecimenDate
E08000017,Doncaster,utla,2022-11-16,7,,77
E08000017,Doncaster,utla,2022-11-15,17,,104
E08000017,Doncaster,utla,2022-11-14,22,1,148
E08000017,Doncaster,utla,2022-11-13,15,2,89
E08000017,Doncaster,utla,2022-11-12,14,0,167
E08000017,Doncaster,utla,2022-11-11,11,0,87
E08000017,Doncaster,utla,2022-11-10,16,1,209
E08000017,Doncaster,utla,2022-11-09,18,0,312
E08000017,Doncaster,utla,2022-11-08,17,0,382
E08000017,Doncaster,utla,2022-11-07,16,1,413
E08000017,Doncaster,utla,2022-11-06,10,1,203
E08000017,Doncaster,utla,2022-11-05,10,0,195
E08000017,Doncaster,utla,2022-11-04,19,0,279
E08000017,Doncaster,utla,2022-11-03,13,0,375
E08000017,Doncaster,utla,2022-11-02,28,1,342
E08000017,Doncaster,utla,2022-11-01,18,1,580
E08000017,Doncaster,utla,2022-10-31,25,1,343
E08000017,Doncaster,utla,2022-10-30,29,2,267
E08000017,Doncaster,utla,2022-10-29,13,2,178
E08000017,Doncaster,utla,2022-10-28,23,2,382
E08000017,Doncaster,utla,2022-10-27,18,1,395
E08000017,Doncaster,utla,2022-10-26,27,3,645
E08000017,Doncaster,utla,2022-10-25,30,1,467
E08000017,Doncaster,utla,2022-10-24,58,3,454
E08000017,Doncaster,utla,2022-10-23,24,2,262
E08000017,Doncaster,utla,2022-10-22,30,1,289
E08000017,Doncaster,utla,2022-10-21,28,0,362
E08000017,Doncaster,utla,2022-10-20,39,0,511
E08000017,Doncaster,utla,2022-10-19,37,0,537
E08000017,Doncaster,utla,2022-10-18,49,2,452
E08000017,Doncaster,utla,2022-10-17,67,1,566
E08000017,Doncaster,utla,2022-10-16,41,2,302
E08000017,Doncaster,utla,2022-10-15,25,2,460
E08000017,Doncaster,utla,2022-10-14,53,1,484
E08000017,Doncaster,utla,2022-10-13,54,2,457
E08000017,Doncaster,utla,2022-10-12,53,0,717
E08000017,Doncaster,utla,2022-10-11,84,1,630
E08000017,Doncaster,utla,2022-10-10,70,0,540
E08000017,Doncaster,utla,2022-10-09,45,4,413
E08000017,Doncaster,utla,2022-10-08,53,0,460
E08000017,Doncaster,utla,2022-10-07,66,1,562
E08000017,Doncaster,utla,2022-10-06,55,1,438
E08000017,Doncaster,utla,2022-10-05,46,1,588
E08000017,Doncaster,utla,2022-10-04,73,1,660
E08000017,Doncaster,utla,2022-10-03,90,2,613
E08000017,Doncaster,utla,2022-10-02,51,4,389
E08000017,Doncaster,utla,2022-10-01,35,0,256
E08000017,Doncaster,utla,2022-09-30,63,0,613
E08000017,Doncaster,utla,2022-09-29,41,1,695
E08000017,Doncaster,utla,2022-09-28,50,0,456
E08000017,Doncaster,utla,2022-09-27,68,3,640
E08000017,Doncaster,utla,2022-09-26,65,1,545
E08000017,Doncaster,utla,2022-09-25,51,2,468
E08000017,Doncaster,utla,2022-09-24,50,1,414
E08000017,Doncaster,utla,2022-09-23,40,1,511
E08000017,Doncaster,utla,2022-09-22,41,0,400
E08000017,Doncaster,utla,2022-09-21,48,1,345
E08000017,Doncaster,utla,2022-09-20,50,0,479
E08000017,Doncaster,utla,2022-09-19,39,0,337
E08000017,Doncaster,utla,2022-09-18,29,0,313
E08000017,Doncaster,utla,2022-09-17,22,0,180
E08000017,Doncaster,utla,2022-09-16,25,1,360
E08000017,Doncaster,utla,2022-09-15,26,1,309
E08000017,Doncaster,utla,2022-09-14,25,1,372
E08000017,Doncaster,utla,2022-09-13,27,0,407
E08000017,Doncaster,utla,2022-09-12,19,0,404
E08000017,Doncaster,utla,2022-09-11,14,0,293
E08000017,Doncaster,utla,2022-09-10,11,0,219
E08000017,Doncaster,utla,2022-09-09,15,0,242
E08000017,Doncaster,utla,2022-09-08,17,1,364
E08000017,Doncaster,utla,2022-09-07,24,1,448
E08000017,Doncaster,utla,2022-09-06,35,0,429
E08000017,Doncaster,utla,2022-09-05,15,2,406
E08000017,Doncaster,utla,2022-09-04,17,1,246
E08000017,Doncaster,utla,2022-09-03,15,0,309
E08000017,Doncaster,utla,2022-09-02,21,0,495
E08000017,Doncaster,utla,2022-09-01,16,1,452
E08000017,Doncaster,utla,2022-08-31,17,2,479
