areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTestsBySpecimenDate
W06000020,Torfaen,utla,2022-11-17,,,0
W06000020,Torfaen,utla,2022-11-16,0,,0
W06000020,Torfaen,utla,2022-11-15,0,,0
W06000020,Torfaen,utla,2022-11-14,3,,0
W06000020,Torfaen,utla,2022-11-13,1,,0
W06000020,Torfaen,utla,2022-11-12,4,,0
W06000020,Torfaen,utla,2022-11-11,1,,0
W06000020,Torfaen,utla,2022-11-10,2,,0
W06000020,Torfaen,utla,2022-11-09,1,,0
W06000020,Torfaen,utla,2022-11-08,1,,0
W06000020,Torfaen,utla,2022-11-07,1,,0
W06000020,Torfaen,utla,2022-11-06,0,,0
W06000020,Torfaen,utla,2022-11-05,1,,0
W06000020,Torfaen,utla,2022-11-04,0,,0
W06000020,Torfaen,utla,2022-11-03,3,,0
W06000020,Torfaen,utla,2022-11-02,4,,0
W06000020,Torfaen,utla,2022-11-01,3,,0
W06000020,Torfaen,utla,2022-10-31,0,,0
W06000020,Torfaen,utla,2022-10-30,3,,0
W06000020,Torfaen,utla,2022-10-29,2,,0
W06000020,Torfaen,utla,2022-10-28,1,,0
W06000020,Torfaen,utla,2022-10-27,2,,0
W06000020,Torfaen,utla,2022-10-26,2,,0
W06000020,Torfaen,utla,2022-10-25,4,,0
W06000020,Torfaen,utla,2022-10-24,2,,0
W06000020,Torfaen,utla,2022-10-23,2,,0
W06000020,Torfaen,utla,2022-10-22,0,,0
W06000020,Torfaen,utla,2022-10-21,2,,0
W06000020,Torfaen,utla,2022-10-20,6,,0
W06000020,Torfaen,utla,2022-10-19,3,,0
W06000020,Torfaen,utla,2022-10-18,3,,0
W06000020,Torfaen,utla,2022-10-17,3,,0
W06000020,Torfaen,utla,2022-10-16,2,,0
W06000020,Torfaen,utla,2022-10-15,0,,0
W06000020,Torfaen,utla,2022-10-14,3,,0
W06000020,Torfaen,utla,2022-10-13,3,,0
W06000020,Torfaen,utla,2022-10-12,1,,0
W06000020,Torfaen,utla,2022-10-11,1,,0
W06000020,Torfaen,utla,2022-10-10,4,,0
