areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTestsBySpecimenDate
S12000008,East Ayrshire,utla,2022-11-13,3,,
S12000008,East Ayrshire,utla,2022-11-12,7,,
S12000008,East Ayrshire,utla,2022-11-11,13,,
S12000008,East Ayrshire,utla,2022-11-10,15,,
S12000008,East Ayrshire,utla,2022-11-09,10,,
S12000008,East Ayrshire,utla,2022-11-08,9,,
S12000008,East Ayrshire,utla,2022-11-07,8,,
S12000008,East Ayrshire,utla,2022-11-06,12,,
S12000008,East Ayrshire,utla,2022-11-05,8,,
S12000008,East Ayrshire,utla,2022-11-04,8,,
S12000008,East Ayrshire,utla,2022-11-03,15,,
S12000008,East Ayrshire,utla,2022-11-02,7,,
S12000008,East Ayrshire,utla,2022-11-01,10,,
S12000008,East Ayrshire,utla,2022-10-31,8,,
S12000008,East Ayrshire,utla,2022-10-30,13,,
S12000008,East Ayrshire,utla,2022-10-29,3,,
S12000008,East Ayrshire,utla,2022-10-28,5,,
S12000008,East Ayrshire,utla,2022-10-27,11,,
S12000008,East Ayrshire,utla,2022-10-26,9,,
S12000008,East Ayrshire,utla,2022-10-25,9,,
S12000008,East Ayrshire,utla,2022-10-24,10,,
S12000008,East Ayrshire,utla,2022-10-23,9,,
S12000008,East Ayrshire,utla,2022-10-22,5,,
S12000008,East Ayrshire,utla,2022-10-21,8,,
S12000008,East Ayrshire,utla,2022-10-20,8,,
S12000008,East Ayrshire,utla,2022-10-19,8,,
S12000008,East Ayrshire,utla,2022-10-18,5,,
S12000008,East Ayrshire,utla,2022-10-17,10,,
S12000008,East Ayrshire,utla,2022-10-16,11,,
S12000008,East Ayrshire,utla,2022-10-15,11,,
S12000008,East Ayrshire,utla,2022-10-14,8,,
S12000008,East Ayrshire,utla,2022-10-13,11,,
S12000008,East Ayrshire,utla,2022-10-12,13,,
S12000008,East Ayrshire,utla,2022-10-11,9,,
S12000008,East Ayrshire,utla,2022-10-10,17,,
S12000008,East Ayrshire,utla,2022-10-09,5,,
S12000008,East Ayrshire,utla,2022-10-08,5,,
S12000008,East Ayrshire,utla,2022-10-07,8,,
S12000008,East Ayrshire,utla,2022-10-06,8,,
S12000008,East Ayrshire,utla,2022-10-05,17,,
S12000008,East Ayrshire,utla,2022-10-04,11,,
S12000008,East Ayrshire,utla,2022-10-03,11,,
S12000008,East Ayrshire,utla,2022-10-02,11,,
S12000008,East Ayrshire,utla,2022-10-01,7,,
S12000008,East Ayrshire,utla,2022-09-30,9,,
S12000008,East Ayrshire,utla,2022-09-29,16,,
S12000008,East Ayrshire,utla,2022-09-28,8,,
S12000008,East Ayrshire,utla,2022-09-27,16,,
S12000008,East Ayrshire,utla,2022-09-26,16,,
S12000008,East Ayrshire,utla,2022-09-25,9,,
S12000008,East Ayrshire,utla,2022-09-24,9,,
S12000008,East Ayrshire,utla,2022-09-23,8,,
S12000008,East Ayrshire,utla,2022-09-22,10,,
S12000008,East Ayrshire,utla,2022-09-21,14,,
S12000008,East Ayrshire,utla,2022-09-20,6,,
S12000008,East Ayrshire,utla,2022-09-19,10,,
S12000008,East Ayrshire,utla,2022-09-18,9,,
S12000008,East Ayrshire,utla,2022-09-17,6,,
S12000008,East Ayrshire,utla,2022-09-16,4,,
S12000008,East Ayrshire,utla,2022-09-15,7,,
S12000008,East Ayrshire,utla,2022-09-14,10,,
S12000008,East Ayrshire,utla,2022-09-13,15,,
S12000008,East Ayrshire,utla,2022-09-12,11,,
S12000008,East Ayrshire,utla,2022-09-11,10,,
S12000008,East Ayrshire,utla,2022-09-10,14,,
S12000008,East Ayrshire,utla,2022-09-09,19,,
S12000008,East Ayrshire,utla,2022-09-08,12,,
S12000008,East Ayrshire,utla,2022-09-07,13,,
S12000008,East Ayrshire,utla,2022-09-06,13,,
S12000008,East Ayrshire,utla,2022-09-05,18,,
S12000008,East Ayrshire,utla,2022-09-04,12,,
S12000008,East Ayrshire,utla,2022-09-03,6,,
S12000008,East Ayrshire,utla,2022-09-02,10,,
S12000008,East Ayrshire,utla,2022-09-01,14,,
S12000008,East Ayrshire,utla,2022-08-31,8,,
