areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTestsBySpecimenDate
N09000010,"Newry, Mourne and Down",utla,2022-05-19,11,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-18,16,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-17,23,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-16,28,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-15,29,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-14,20,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-13,24,1,
N09000010,"Newry, Mourne and Down",utla,2022-05-12,19,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-11,22,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-10,21,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-09,31,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-08,24,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-07,16,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-06,19,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-05,25,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-04,26,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-03,32,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-02,37,0,
N09000010,"Newry, Mourne and Down",utla,2022-05-01,27,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-30,17,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-29,29,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-28,15,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-27,36,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-26,31,1,
N09000010,"Newry, Mourne and Down",utla,2022-04-25,40,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-24,29,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-23,34,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-22,33,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-21,49,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-20,59,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-19,55,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-18,37,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-17,43,1,
N09000010,"Newry, Mourne and Down",utla,2022-04-16,39,1,
N09000010,"Newry, Mourne and Down",utla,2022-04-15,53,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-14,52,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-13,76,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-12,70,1,
N09000010,"Newry, Mourne and Down",utla,2022-04-11,75,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-10,67,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-09,40,1,
N09000010,"Newry, Mourne and Down",utla,2022-04-08,57,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-07,73,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-06,86,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-05,107,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-04,105,2,
N09000010,"Newry, Mourne and Down",utla,2022-04-03,85,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-02,71,0,
N09000010,"Newry, Mourne and Down",utla,2022-04-01,78,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-31,92,1,
N09000010,"Newry, Mourne and Down",utla,2022-03-30,100,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-29,135,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-28,138,1,
N09000010,"Newry, Mourne and Down",utla,2022-03-27,98,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-26,90,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-25,90,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-24,119,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-23,195,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-22,206,1,
N09000010,"Newry, Mourne and Down",utla,2022-03-21,234,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-20,161,1,
N09000010,"Newry, Mourne and Down",utla,2022-03-19,149,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-18,175,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-17,116,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-16,148,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-15,186,1,
N09000010,"Newry, Mourne and Down",utla,2022-03-14,205,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-13,154,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-12,130,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-11,149,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-10,176,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-09,195,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-08,198,1,
N09000010,"Newry, Mourne and Down",utla,2022-03-07,206,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-06,178,1,
N09000010,"Newry, Mourne and Down",utla,2022-03-05,136,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-04,130,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-03,158,0,
N09000010,"Newry, Mourne and Down",utla,2022-03-02,173,1,
N09000010,"Newry, Mourne and Down",utla,2022-03-01,178,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-28,196,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-27,169,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-26,129,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-25,171,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-24,146,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-23,193,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-22,202,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-21,256,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-20,191,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-19,156,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-18,167,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-17,173,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-16,277,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-15,222,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-14,206,1,
N09000010,"Newry, Mourne and Down",utla,2022-02-13,201,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-12,165,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-11,205,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-10,199,0,
N09000010,"Newry, Mourne and Down",utla,2022-02-09,278,0,
