areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTestsBySpecimenDate
E08000021,Newcastle upon Tyne,utla,2022-11-16,12,,130
E08000021,Newcastle upon Tyne,utla,2022-11-15,12,,235
E08000021,Newcastle upon Tyne,utla,2022-11-14,9,0,147
E08000021,Newcastle upon Tyne,utla,2022-11-13,14,0,129
E08000021,Newcastle upon Tyne,utla,2022-11-12,5,0,103
E08000021,Newcastle upon Tyne,utla,2022-11-11,5,1,208
E08000021,Newcastle upon Tyne,utla,2022-11-10,13,0,137
E08000021,Newcastle upon Tyne,utla,2022-11-09,23,0,392
E08000021,Newcastle upon Tyne,utla,2022-11-08,15,2,262
E08000021,Newcastle upon Tyne,utla,2022-11-07,11,2,252
E08000021,Newcastle upon Tyne,utla,2022-11-06,8,0,235
E08000021,Newcastle upon Tyne,utla,2022-11-05,8,0,175
E08000021,Newcastle upon Tyne,utla,2022-11-04,13,1,329
E08000021,Newcastle upon Tyne,utla,2022-11-03,16,1,232
E08000021,Newcastle upon Tyne,utla,2022-11-02,18,0,387
E08000021,Newcastle upon Tyne,utla,2022-11-01,22,0,267
E08000021,Newcastle upon Tyne,utla,2022-10-31,16,0,257
E08000021,Newcastle upon Tyne,utla,2022-10-30,18,0,166
E08000021,Newcastle upon Tyne,utla,2022-10-29,18,0,166
E08000021,Newcastle upon Tyne,utla,2022-10-28,17,0,261
E08000021,Newcastle upon Tyne,utla,2022-10-27,22,0,489
E08000021,Newcastle upon Tyne,utla,2022-10-26,23,0,265
E08000021,Newcastle upon Tyne,utla,2022-10-25,43,1,441
E08000021,Newcastle upon Tyne,utla,2022-10-24,37,0,305
E08000021,Newcastle upon Tyne,utla,2022-10-23,20,0,204
E08000021,Newcastle upon Tyne,utla,2022-10-22,16,0,220
E08000021,Newcastle upon Tyne,utla,2022-10-21,33,0,300
E08000021,Newcastle upon Tyne,utla,2022-10-20,32,1,496
E08000021,Newcastle upon Tyne,utla,2022-10-19,24,0,376
